"","subject","session","site","cnr","efc","fber","fwhm","qi1","snr"
"2373","0025000",1,"NYU_2",18.2822799682617,0.39946634347763,451.175389696062,3.74028,0.0321638978577147,22.7754211425781
"2374","0025000",2,"NYU_2",14.7322130203247,0.393388717387173,293.4444263448,3.72887,0.0434987967972267,17.8461666107178
"2375","0025001",1,"NYU_2",11.551399230957,0.388087022921076,176.514383497825,3.41964,0.0603049007780317,12.6989498138428
"2376","0025001",2,"NYU_2",13.0124759674072,0.392860517716614,209.567464153503,3.48964,0.0492829736566905,13.444019317627
"2377","0025002",1,"NYU_2",12.2813386917114,0.347963005856231,222.815656700082,3.29272,0.0480016906971409,14.0589370727539
"2378","0025002",2,"NYU_2",13.3780899047852,0.37461854632452,232.712189373298,3.44002,0.0448133002994391,14.2709589004517
"2379","0025003",1,"NYU_2",7.30077505111694,0.3897701251059,121.947602205782,3.70554,0.0859351188952425,11.6333913803101
"2380","0025003",2,"NYU_2",15.6147470474243,0.38498566502096,324.417390881735,3.61926,0.0552345502941298,17.9823246002197
"2381","0025004",1,"NYU_2",9.99895191192627,0.404135182378378,139.102505407824,3.80778,0.0566408178455602,11.5137929916382
"2382","0025004",2,"NYU_2",8.53029918670654,0.414204507745402,128.417938745314,3.90751,0.0626621864267344,11.4343423843384
"2383","0025005",1,"NYU_2",11.9603214263916,0.387814410427789,240.466688282954,3.59667,0.0406004847679233,15.811074256897
"2384","0025005",2,"NYU_2",12.9206552505493,0.400322452200467,306.326640615369,3.65804,0.0490578252748291,18.4301815032959
"2385","0025006",1,"NYU_2",12.1988935470581,0.410651029592085,212.346255989558,3.56887,0.0841663883496972,14.8573780059814
"2386","0025006",2,"NYU_2",16.936803817749,0.41887854977041,334.243385335755,3.58979,0.0606821075368657,17.9159660339355
"2387","0025007",1,"NYU_2",9.79069137573242,0.453995466435651,129.569025088322,3.7226,0.0468391659480243,10.9563541412354
"2388","0025007",2,"NYU_2",9.73007011413574,0.455332481590476,132.435729472254,3.717,0.0863027413587604,10.9201202392578
"2389","0025008",1,"NYU_2",9.79804134368896,0.37248837976247,124.283107672822,3.62119,0.0562972885118449,10.7929401397705
"2390","0025008",2,"NYU_2",9.2813138961792,0.374732388712809,110.576114608656,3.76458,0.0596634304600162,10.1532869338989
